time_ms,x,y,target_x,target_y,target_w,start_flag,end_flag
826,1872.0,589.0,2495.0,591.0,40.0,0,0
841,1883.0,589.0,2495.0,591.0,40.0,0,0
857,1897.0,588.0,2495.0,591.0,40.0,0,0
872,1908.0,587.0,2495.0,591.0,40.0,0,0
888,1920.0,586.0,2495.0,591.0,40.0,0,0
903,1934.0,585.0,2495.0,591.0,40.0,0,0
919,1950.0,584.0,2495.0,591.0,40.0,0,0
935,1967.0,583.0,2495.0,591.0,40.0,0,0
950,1983.0,582.0,2495.0,591.0,40.0,0,0
966,2000.0,581.0,2495.0,591.0,40.0,0,0
981,2016.0,580.0,2495.0,591.0,40.0,0,0
996,2036.0,579.0,2495.0,591.0,40.0,0,0
1012,2056.0,578.0,2495.0,591.0,40.0,0,0
1027,2075.0,577.0,2495.0,591.0,40.0,0,0
1042,2091.0,577.0,2495.0,591.0,40.0,0,0
1058,2108.0,577.0,2495.0,591.0,40.0,0,0
1072,2123.0,579.0,2495.0,591.0,40.0,0,0
