time_ms,x,y,target_x,target_y,target_w,start_flag,end_flag
388,1879.0,773.0,2142.0,771.0,40.0,0,0
404,1934.0,774.0,2142.0,771.0,40.0,0,0
419,1985.0,774.0,2142.0,771.0,40.0,0,0
434,2022.0,775.0,2142.0,771.0,40.0,0,0
449,2052.0,775.0,2142.0,771.0,40.0,0,0
466,2074.0,775.0,2142.0,771.0,40.0,0,0
482,2093.0,774.0,2142.0,771.0,40.0,0,0
497,2108.0,774.0,2142.0,771.0,40.0,0,0
513,2121.0,773.0,2142.0,771.0,40.0,0,0
528,2132.0,772.0,2142.0,771.0,40.0,0,0
544,2140.0,771.0,2142.0,771.0,40.0,0,0
559,2142.0,771.0,2142.0,771.0,40.0,0,0
575,2142.0,771.0,2142.0,771.0,40.0,0,0
591,2142.0,771.0,2142.0,771.0,40.0,0,1
11,467.0,797.0,2021.0,750.0,40.0,1,0
26,467.0,797.0,2021.0,750.0,40.0,0,0
42,467.0,797.0,2021.0,750.0,40.0,0,0
57,467.0,797.0,2021.0,750.0,40.0,0,0
73,467.0,797.0,2021.0,750.0,40.0,0,0
89,472.0,797.0,2021.0,750.0,40.0,0,0
105,489.0,796.0,2021.0,750.0,40.0,0,0
121,519.0,795.0,2021.0,750.0,40.0,0,0
137,559.0,794.0,2021.0,750.0,40.0,0,0
153,611.0,793.0,2021.0,750.0,40.0,0,0
168,679.0,792.0,2021.0,750.0,40.0,0,0
184,760.0,792.0,2021.0,750.0,40.0,0,0
200,849.0,792.0,2021.0,750.0,40.0,0,0
215,948.0,793.0,2021.0,750.0,40.0,0,0
230,1060.0,793.0,2021.0,750.0,40.0,0,0
246,1170.0,792.0,2021.0,750.0,40.0,0,0
262,1294.0,790.0,2021.0,750.0,40.0,0,0
278,1399.0,786.0,2021.0,750.0,40.0,0,0
293,1509.0,781.0,2021.0,750.0,40.0,0,0
308,1619.0,774.0,2021.0,750.0,40.0,0,0
324,1710.0,767.0,2021.0,750.0,40.0,0,0
339,1784.0,761.0,2021.0,750.0,40.0,0,0
354,1847.0,756.0,2021.0,750.0,40.0,0,0
369,1890.0,754.0,2021.0,750.0,40.0,0,0
385,1923.0,754.0,2021.0,750.0,40.0,0,0
400,1953.0,753.0,2021.0,750.0,40.0,0,0
416,1977.0,753.0,2021.0,750.0,40.0,0,0
431,1993.0,753.0,2021.0,750.0,40.0,0,0
448,2005.0,752.0,2021.0,750.0,40.0,0,0
464,2011.0,752.0,2021.0,750.0,40.0,0,0
479,2016.0,751.0,2021.0,750.0,40.0,0,0
494,2019.0,750.0,2021.0,750.0,40.0,0,0
510,2021.0,750.0,2021.0,750.0,40.0,0,0
525,2021.0,750.0,2021.0,750.0,40.0,0,1
12,474.0,799.0,1988.0,779.0,40.0,1,0
27,474.0,799.0,1988.0,779.0,40.0,0,0
42,474.0,799.0,1988.0,779.0,40.0,0,0
58,474.0,799.0,1988.0,779.0,40.0,0,0
73,474.0,799.0,1988.0,779.0,40.0,0,0
89,474.0,799.0,1988.0,779.0,40.0,0,0
105,474.0,799.0,1988.0,779.0,40.0,0,0
120,477.0,799.0,1988.0,779.0,40.0,0,0
135,492.0,799.0,1988.0,779.0,40.0,0,0
150,525.0,799.0,1988.0,779.0,40.0,0,0
166,580.0,802.0,1988.0,779.0,40.0,0,0
181,654.0,803.0,1988.0,779.0,40.0,0,0
197,740.0,803.0,1988.0,779.0,40.0,0,0
212,839.0,802.0,1988.0,779.0,40.0,0,0
228,963.0,800.0,1988.0,779.0,40.0,0,0
243,1070.0,799.0,1988.0,779.0,40.0,0,0
258,1198.0,798.0,1988.0,779.0,40.0,0,0
273,1308.0,797.0,1988.0,779.0,40.0,0,0
288,1427.0,796.0,1988.0,779.0,40.0,0,0
303,1532.0,794.0,1988.0,779.0,40.0,0,0
318,1630.0,792.0,1988.0,779.0,40.0,0,0
334,1723.0,790.0,1988.0,779.0,40.0,0,0
350,1802.0,789.0,1988.0,779.0,40.0,0,0
365,1872.0,787.0,1988.0,779.0,40.0,0,0
381,1922.0,784.0,1988.0,779.0,40.0,0,0
396,1958.0,782.0,1988.0,779.0,40.0,0,0
411,1975.0,780.0,1988.0,779.0,40.0,0,0
427,1984.0,779.0,1988.0,779.0,40.0,0,0
442,1985.0,779.0,1988.0,779.0,40.0,0,0
457,1986.0,779.0,1988.0,779.0,40.0,0,0
472,1986.0,779.0,1988.0,779.0,40.0,0,0
488,1987.0,779.0,1988.0,779.0,40.0,0,0
503,1988.0,779.0,1988.0,779.0,40.0,0,0
518,1988.0,779.0,1988.0,779.0,40.0,0,1
